,true sales,predicted sales,predicted sales round up 
332,1,5.972933769226074,6
333,1,4.447752475738525,4
334,1,4.8355913162231445,5
335,1,4.5210418701171875,5
336,1,4.860845565795898,5
337,1,4.366244316101074,4
338,1,4.706048011779785,5
339,1,4.330836296081543,4
340,1,5.8812713623046875,6
341,1,4.548155784606934,5
342,1,4.743928909301758,5
343,1,4.953309059143066,5
344,1,5.083074569702148,5
345,1,4.965935707092285,5
346,1,4.991189956665039,5
347,1,4.976925849914551,5
348,1,6.46669864654541,6
349,1,4.941516876220703,5
350,1,5.111774444580078,5
351,1,5.167189598083496,5
352,1,4.4561967849731445,4
353,1,5.698439598083496,6
354,1,5.491497039794922,5
355,1,5.233999252319336,5
356,1,5.54691219329834,6
357,1,5.196953773498535,5
358,1,5.389019012451172,5
359,1,5.5293779373168945,6
360,1,5.542004585266113,6
361,1,5.439526557922363,5
362,1,5.579885482788086,6
363,1,5.260087966918945,5
364,1,5.647927284240723,6
365,1,1.2208325862884521,1
366,2,2.180729866027832,2
367,3,2.1040689945220947,2
368,1,2.9294934272766113,3
369,2,2.110668659210205,2
370,5,2.4722371101379395,2
371,2,2.535479784011841,3
372,1,2.1873342990875244,2
373,2,2.3736674785614014,2
374,2,3.6905696392059326,4
375,1,1.8691377639770508,2
376,1,1.7101399898529053,2
377,2,1.177520513534546,1
378,2,1.881234884262085,2
379,2,2.207566022872925,2
380,1,2.2501449584960938,2
381,3,1.9070746898651123,2
382,1,2.021324396133423,2
383,2,1.807481050491333,2
384,2,4.088167190551758,4
385,1,1.8069002628326416,2
386,3,1.8497331142425537,2
387,2,4.188137054443359,4
388,1,3.0331528186798096,3
389,1,2.6901047229766846,3
390,2,2.5074574947357178,3
391,1,3.819709539413452,4
392,1,2.805341958999634,3
393,1,3.0839779376983643,3
394,1,1.3541271686553955,1
395,1,2.8448386192321777,3
396,1,2.1680338382720947,2
397,1,2.2236905097961426,2
398,1,2.215912103652954,2
399,1,2.4116857051849365,2
400,1,2.049100637435913,2
401,1,2.7934305667877197,3
402,1,3.753626585006714,4
403,1,2.9708104133605957,3
404,1,2.9969465732574463,3
405,1,3.742661714553833,4
406,1,2.137279510498047,2
407,1,3.8444430828094482,4
408,2,2.977935314178467,3
409,1,2.857974052429199,3
410,1,3.1082282066345215,3
411,1,3.149923801422119,3
412,1,4.465333938598633,4
413,1,3.325976848602295,3
414,1,4.240571975708008,4
415,1,3.858538866043091,4
416,1,3.760612726211548,4
417,1,3.750098943710327,4
418,2,3.669767141342163,4
419,1,3.9914300441741943,4
420,1,5.138288974761963,5
421,1,3.6141772270202637,4
422,1,3.8058841228485107,4
423,1,3.811368227005005,4
424,1,5.15168571472168,5
425,1,3.018704652786255,3
426,1,3.3042469024658203,3
427,1,2.423266887664795,2
428,1,3.9461138248443604,4
429,1,4.150758743286133,4
430,1,5.316448211669922,5
431,1,5.332614898681641,5
432,1,4.18275260925293,4
433,1,3.8678154945373535,4
434,1,3.8786702156066895,4
435,1,3.9387099742889404,4
436,1,5.790836334228516,6
437,1,5.8160905838012695,6
438,1,5.558592796325684,6
439,1,5.583846092224121,6
440,1,7.022883415222168,7
441,1,5.487189292907715,5
442,1,7.049546241760254,7
443,1,5.856788635253906,6
444,1,5.609227180480957,6
445,1,5.878357887268066,6
446,1,5.741684913635254,6
447,1,5.957535743713379,6
448,1,5.647458076477051,6
449,1,5.623970985412598,6
450,1,5.692936897277832,6
451,1,6.0066728591918945,6
452,1,5.721105575561523,6
453,2,5.718894004821777,6
454,1,6.715384483337402,7
455,1,6.018826484680176,6
456,1,7.222530364990234,7
457,1,5.694535255432129,6
458,1,5.736550331115723,6
459,1,5.767097473144531,6
460,6,6.053875923156738,6
461,2,4.143130779266357,4
462,2,5.01710319519043,5
463,6,7.018091201782227,7
464,21,12.895544052124023,13
465,16,10.667295455932617,11
466,4,8.001763343811035,8
467,4,6.403393745422363,6
468,5,5.771934509277344,6
469,2,7.464757919311523,7
470,3,5.188932418823242,5
471,3,5.560108184814453,6
472,6,5.4972333908081055,5
473,2,5.7554121017456055,6
474,1,3.6222362518310547,4
475,1,5.394597053527832,5
476,2,4.085504531860352,4
477,1,3.6266837120056152,4
478,1,4.031542778015137,4
479,1,7.066227912902832,7
480,1,3.178394317626953,3
481,1,4.18756628036499,4
482,1,3.464688301086426,3
483,1,3.9010889530181885,4
484,1,4.021622180938721,4
485,1,3.9303677082061768,4
486,1,3.123075246810913,3
487,1,4.065423965454102,4
488,2,6.614014625549316,7
489,1,5.272555351257324,5
490,1,5.162899971008301,5
491,1,5.103808403015137,5
492,1,4.457664489746094,4
493,1,3.8716046810150146,4
494,1,4.0279340744018555,4
495,2,6.975059509277344,7
496,1,4.826128005981445,5
497,1,5.5367631912231445,6
498,1,4.031442642211914,4
499,1,5.473432540893555,5
500,2,4.019434452056885,4
501,2,4.915255069732666,5
502,1,4.418283462524414,4
503,1,4.291725158691406,4
504,2,3.738081216812134,4
505,1,3.6754026412963867,4
506,1,3.4891574382781982,3
507,1,5.182318687438965,5
508,1,3.285757303237915,3
509,1,4.730223655700684,5
510,1,3.669633150100708,4
511,1,3.8872478008270264,4
512,1,3.240840196609497,3
513,1,3.7620341777801514,4
514,1,4.088921546936035,4
515,2,3.4181060791015625,3
516,3,4.743260383605957,5
517,1,4.585353851318359,5
518,1,3.9987850189208984,4
519,1,4.364072799682617,4
520,1,4.307291030883789,4
521,1,4.18831729888916,4
522,1,5.393702507019043,5
523,1,3.8977200984954834,4
524,1,4.230144500732422,4
525,1,4.534008979797363,5
526,1,4.175273895263672,4
527,1,5.596426963806152,6
528,1,5.615134239196777,6
529,1,4.282017707824707,4
530,1,4.511054992675781,5
531,1,4.327908515930176,4
532,1,4.3405351638793945,4
533,1,3.531254768371582,4
534,1,3.6842403411865234,4
535,1,3.6968674659729004,4
536,1,3.764908790588379,4
537,1,3.3896970748901367,3
538,1,3.539736032485962,4
539,1,2.8572678565979004,3
540,1,3.3036019802093506,3
541,1,3.18544340133667,3
542,1,3.4983558654785156,3
543,1,3.6422934532165527,4
544,1,3.545729160308838,4
545,1,3.893761396408081,4
546,1,3.9047510623931885,4
547,1,4.189140319824219,4
548,1,4.269104957580566,4
549,1,3.8576672077178955,4
550,1,4.057703018188477,4
551,1,4.215080261230469,4
552,1,5.450994491577148,5
553,1,3.239724636077881,3
554,1,3.5769519805908203,4
555,1,3.3123085498809814,3
556,1,4.80544900894165,5
557,1,3.3230361938476562,3
558,1,3.55562686920166,4
559,1,3.701946973800659,4
560,1,3.3334743976593018,3
561,1,3.6463868618011475,4
562,1,3.533191442489624,4
563,1,3.758415699005127,4
564,1,3.7126224040985107,4
565,23,12.566872596740723,13
566,9,8.30030345916748,8
567,13,13.68819808959961,14
568,4,18.87734031677246,19
569,10,5.192469596862793,5
570,12,23.57292938232422,24
571,15,9.965726852416992,10
572,10,9.357707977294922,9
573,14,12.469560623168945,12
574,3,13.453646659851074,13
575,33,13.118261337280273,13
576,7,9.838103294372559,10
577,13,7.91486930847168,8
578,11,10.733975410461426,11
579,19,15.138528823852539,15
580,10,8.665931701660156,9
581,9,6.232911109924316,6
582,7,9.127501487731934,9
583,5,9.168108940124512,9
584,3,7.120091438293457,7
585,3,10.693999290466309,11
586,3,7.567173004150391,8
587,5,4.64188289642334,5
588,8,9.666123390197754,10
589,5,8.620173454284668,9
590,3,5.66496467590332,6
591,8,6.489130020141602,6
592,5,3.5235557556152344,4
593,4,3.5504114627838135,4
594,1,3.335890293121338,3
595,1,3.7559540271759033,4
596,1,3.345754623413086,3
597,1,3.258380174636841,3
598,1,3.9650347232818604,4
599,1,3.8975751399993896,4
600,1,3.640077829360962,4
601,1,3.8727896213531494,4
602,1,3.497577667236328,3
603,1,3.5456130504608154,4
604,1,4.921531677246094,5
605,1,3.578509569168091,4
606,1,4.924252510070801,5
607,1,3.6562211513519287,4
608,1,3.834460735321045,4
609,1,3.2119228839874268,3
610,1,2.7025413513183594,3
611,1,2.9869301319122314,3
612,1,3.567762851715088,4
613,2,3.3348262310028076,3
614,1,3.3902409076690674,3
615,1,4.362921714782715,4
616,1,2.9126663208007812,3
617,1,2.9305670261383057,3
618,1,3.086199998855591,3
619,1,3.3991124629974365,3
620,1,3.215965747833252,3
621,1,3.0653328895568848,3
622,1,2.765047311782837,3
623,2,3.6255834102630615,4
624,1,5.630216598510742,6
625,1,4.579799652099609,5
626,1,4.041723251342773,4
627,1,3.2305328845977783,3
628,1,2.98294997215271,3
629,1,3.1590278148651123,3
630,1,3.4123382568359375,3
631,1,3.8128044605255127,4
632,1,4.962774276733398,5
633,1,3.512518882751465,4
634,1,3.45021915435791,3
635,1,3.642284631729126,4
636,1,4.988027572631836,5
637,1,3.654911518096924,4
638,1,3.488100051879883,3
639,1,3.536135196685791,4
640,1,3.83315110206604,4
641,1,4.035417556762695,4
642,1,3.5259809494018555,4
643,1,3.73067307472229,4
644,1,3.551234722137451,4
645,1,5.089043617248535,5
646,1,3.6245241165161133,4
647,1,3.908912420272827,4
648,1,3.964327573776245,4
649,1,5.114296913146973,5
650,1,5.139551162719727,5
651,1,3.6143693923950195,4
652,1,3.6624045372009277,4
653,2,9.750537872314453,10
654,1,5.634805679321289,6
655,1,5.791461944580078,6
656,1,5.987236022949219,6
657,1,5.68695068359375,6
658,1,7.149832725524902,7
659,1,7.162459373474121,7
660,1,3.2617099285125732,3
661,1,3.6621758937835693,4
662,1,3.286963701248169,3
663,1,3.3349993228912354,3
664,1,2.67942214012146,3
665,1,2.706313371658325,3
666,1,2.6948587894439697,3
667,1,2.836228609085083,3
668,1,3.0320022106170654,3
669,1,2.8614823818206787,3
670,1,2.6946709156036377,3
671,1,4.257733345031738,4
672,1,2.7805869579315186,3
673,1,2.807478189468384,3
674,1,4.295614242553711,4
675,1,2.818467855453491,3
676,1,4.30824089050293,4
677,23,33.007362365722656,33
678,4,4.35569953918457,4
679,2,3.229470729827881,3
680,26,6.5250396728515625,7
681,5,9.06901741027832,9
682,1,8.190707206726074,8
683,3,7.242597579956055,7
684,2,8.441753387451172,8
685,10,7.2356109619140625,7
686,21,13.998973846435547,14
687,10,13.943952560424805,14
688,14,20.965818405151367,21
689,33,16.360004425048828,16
690,12,16.957595825195312,17
691,26,13.305781364440918,13
692,20,19.53034210205078,20
693,12,11.956562042236328,12
694,9,7.333252906799316,7
695,1,3.6922311782836914,4
696,1,3.773392915725708,4
697,2,4.735052108764648,5
698,1,2.862178087234497,3
699,1,2.307995557785034,2
700,3,3.563340187072754,4
701,1,2.04105281829834,2
702,1,2.0953874588012695,2
703,1,2.2217397689819336,2
704,1,1.650026559829712,2
705,1,2.1387922763824463,2
706,1,3.348792314529419,3
707,1,2.576890468597412,3
708,1,2.711381673812866,3
709,1,3.466644763946533,3
710,3,4.737199306488037,5
711,1,2.7202255725860596,3
712,1,3.052649974822998,3
713,1,2.5669541358947754,3
714,1,2.3696823120117188,2
715,1,2.8287343978881836,3
716,1,3.161158800125122,3
717,1,4.045764446258545,4
718,1,2.4259204864501953,2
719,1,2.770284652709961,3
720,1,2.3702869415283203,2
721,1,3.8095991611480713,4
722,1,3.5152924060821533,4
723,1,3.2334349155426025,3
724,1,2.5838065147399902,3
725,1,2.1844940185546875,2
726,1,2.324852705001831,2
727,1,2.0530905723571777,2
728,1,2.413161516189575,2
729,1,2.134456157684326,2
730,1,2.447368621826172,2
731,1,2.6435132026672363,3
732,1,2.4151532649993896,2
733,1,4.816852569580078,5
734,1,3.1529178619384766,3
735,1,2.830669641494751,3
736,1,2.6400129795074463,3
737,1,4.177822113037109,4
738,1,2.7514114379882812,3
739,1,3.064323902130127,3
740,1,2.8811774253845215,3
741,1,2.776665449142456,3
742,1,3.0594170093536377,3
743,1,4.234993934631348,4
744,1,2.7385060787200928,3
745,1,3.0709304809570312,3
746,1,2.7511332035064697,3
747,1,3.083557367324829,3
748,1,2.9558255672454834,3
749,1,5.153780937194824,5
750,1,5.179034233093262,5
751,1,5.176758766174316,5
752,1,4.903297424316406,5
753,1,5.0330634117126465,5
754,1,4.915924549102783,5
755,1,6.378807067871094,6
756,1,4.853625297546387,5
757,1,4.904706954956055,5
758,1,4.903069496154785,5
759,1,6.357193946838379,6
760,1,4.953232765197754,5
761,1,5.00126838684082,5
762,1,5.028159141540527,5
763,1,4.990514755249023,5
764,1,5.274903297424316,5
765,1,5.330318450927734,5
766,1,5.042659759521484,5
767,1,4.992987155914307,5
768,1,5.185052871704102,5
769,1,5.041022300720215,5
770,3,4.8878631591796875,5
771,1,5.170614242553711,5
772,1,5.18324089050293,5
773,1,5.055509567260742,5
774,1,4.938370704650879,5
775,5,3.4372894763946533,3
776,3,7.114990234375,7
777,12,7.149206161499023,7
778,4,13.213188171386719,13
779,4,6.666200637817383,7
780,2,6.436722755432129,6
781,6,6.541377067565918,7
782,5,8.513751983642578,9
783,2,5.544830322265625,6
784,2,5.082481861114502,5
785,5,7.002751350402832,7
786,8,8.92952823638916,9
787,1,6.001317977905273,6
788,5,4.910667419433594,5
789,7,14.092989921569824,14
790,4,4.90347957611084,5
791,1,5.620146751403809,6
792,3,9.978096008300781,10
793,2,5.763503074645996,6
794,1,3.842052698135376,4
795,4,4.1447882652282715,4
796,3,4.97089958190918,5
797,1,3.5390307903289795,4
798,1,3.5659220218658447,4
799,35,17.8094539642334,18
800,15,8.443412780761719,8
801,10,8.486687660217285,8
802,2,8.853901863098145,9
803,1,7.71649169921875,8
804,1,5.367138862609863,5
805,2,3.6907312870025635,4
806,2,5.652535438537598,6
807,8,8.665411949157715,9
808,5,6.291637420654297,6
809,8,7.906511306762695,8
810,5,6.992157936096191,7
811,2,8.244769096374512,8
812,2,7.684710502624512,8
813,9,6.224278450012207,6
814,2,11.406150817871094,11
815,5,9.216571807861328,9
816,3,4.362715721130371,4
817,2,14.950373649597168,15
818,4,11.184761047363281,11
819,3,6.638684272766113,7
820,11,19.91537857055664,20
821,12,11.120994567871094,11
822,4,6.950736999511719,7
823,5,6.039020538330078,6
824,1,10.894052505493164,11
825,21,6.136987686157227,6
826,2,4.948222637176514,5
827,1,6.128999710083008,6
828,1,5.284365653991699,5
829,1,3.3279483318328857,3
830,2,3.8649914264678955,4
831,1,3.466775417327881,3
832,1,3.7796876430511475,4
833,1,5.330658912658691,5
834,1,3.4525110721588135,3
835,1,3.4794023036956787,3
836,1,3.9876182079315186,4
837,1,3.629579782485962,4
838,1,3.8554494380950928,4
839,1,3.5781166553497314,4
840,1,3.921360731124878,4
841,2,2.8854939937591553,3
842,1,2.8231942653656006,3
843,1,4.7145280838012695,5
844,1,4.0337724685668945,4
845,1,4.811653137207031,5
846,1,4.101527214050293,4
847,2,3.5686259269714355,4
848,4,3.728104829788208,4
849,1,3.6292881965637207,4
850,1,4.115943908691406,4
851,1,3.668806314468384,4
852,1,4.061919212341309,4
853,1,4.042740821838379,4
854,1,4.00644588470459,4
855,1,5.339086532592773,5
856,1,5.217964172363281,5
857,1,4.956539154052734,5
858,1,4.024848937988281,4
859,1,4.357273101806641,4
860,1,4.492887496948242,4
861,1,4.0374755859375,4
862,1,4.085511207580566,4
863,1,5.575284004211426,6
864,1,4.437941551208496,4
865,1,4.254795074462891,4
866,1,4.110764503479004,4
867,1,4.136018753051758,4
868,1,4.100610733032227,4
869,1,6.049118995666504,6
870,1,7.2671308517456055,7
871,1,6.1424150466918945,6
872,1,6.423005104064941,6
873,1,6.1655073165893555,6
874,1,6.491046905517578,6
875,1,6.18912410736084,6
876,1,6.473512649536133,6
877,1,6.345781326293945,6
878,1,5.584054946899414,6
879,1,7.073827743530273,7
880,1,5.881070137023926,6
881,1,5.585504531860352,6
882,1,6.548351287841797,7
883,1,6.260692596435547,6
884,1,6.246428489685059,6
885,1,7.736201286315918,8
886,1,6.211019515991211,6
887,1,6.415712356567383,6
888,1,6.236273765563965,6
889,1,6.568697929382324,7
890,1,6.311200141906738,6
891,13,13.130006790161133,13
892,2,3.4137535095214844,3
893,2,3.9074866771698,4
894,2,3.351940155029297,3
895,9,6.638480186462402,7
896,3,8.649559020996094,9
897,3,4.034771919250488,4
898,2,4.486566543579102,4
899,4,3.4176599979400635,3
900,2,9.77509880065918,10
901,9,5.394538879394531,5
902,2,3.244906425476074,3
903,4,5.413103103637695,5
904,4,6.753182411193848,7
905,1,3.783068895339966,4
906,1,3.759873628616333,4
907,5,5.886466026306152,6
908,2,4.555700302124023,5
909,1,3.525379180908203,4
910,4,3.8311712741851807,4
911,6,9.806509971618652,10
912,5,4.293606758117676,4
913,5,5.77522087097168,6
914,2,3.4413583278656006,3
915,1,3.35555362701416,3
916,1,3.5031423568725586,4
917,1,4.0499267578125,4
918,3,5.737371444702148,6
919,3,3.3908984661102295,3
920,1,7.2990570068359375,7
921,3,3.610375165939331,4
922,2,4.980353355407715,5
923,1,4.614582538604736,5
924,1,4.165102481842041,4
925,1,3.6098945140838623,4
926,1,4.659186840057373,5
927,2,3.053311824798584,3
928,1,3.5383691787719727,4
929,1,3.884434938430786,4
930,1,4.887552261352539,5
931,1,3.807795763015747,4
932,1,5.153539180755615,5
933,2,3.2003424167633057,3
934,1,2.8190906047821045,3
935,1,2.8977715969085693,3
936,1,4.643401145935059,5
937,1,5.070652008056641,5
938,1,4.119336128234863,4
939,1,3.6953718662261963,4
940,1,3.985515832901001,4
941,2,4.069845676422119,4
942,1,5.3733015060424805,5
943,1,4.704358100891113,5
944,1,4.232644081115723,4
945,1,5.522919654846191,6
946,1,4.178734302520752,4
947,1,3.970653772354126,4
948,1,3.8588409423828125,4
949,1,4.053177833557129,4
950,1,4.096573352813721,4
951,1,2.9297666549682617,3
952,3,4.7325544357299805,5
953,1,3.2101893424987793,3
954,1,3.524003744125366,4
955,1,4.6767354011535645,5
956,1,3.379382848739624,3
957,1,4.237798690795898,4
958,1,5.441558837890625,5
959,1,3.8622844219207764,4
960,1,3.2368898391723633,3
961,1,3.6018126010894775,4
962,1,3.510209798812866,4
963,1,3.6006972789764404,4
964,1,3.382559061050415,3
965,1,3.6280181407928467,4
966,1,3.5360984802246094,4
967,1,5.115566253662109,5
968,2,4.043050765991211,4
969,1,4.097048759460449,4
970,1,3.7458038330078125,4
